Date,Rand1,Rand2,Rand3,Rand4,Rand5,Rand6,Rand7,Rand8,Rand9,Rand10,Rand11,Rand12,Rand13,Rand14,Rand15,Rand16,Rand17,Rand18,Rand19,Rand20,Rand21,Rand22
1/14/2020,5.712544972,5.712544972,5.712544972,5.712544972,5.712544972,5.712544972,5.712544972,5.712544972,5.712544972,5.712544972,5.712544972,6.217247425,6.217247425,6.217247425,6.217247425,6.217247425,6.217247425,6.217247425,6.217247425,6.217247425,6.217247425,6.217247425
1/15/2020,5.932388737,5.932388737,5.932388737,5.932388737,5.932388737,5.932388737,5.932388737,5.932388737,5.932388737,5.932388737,5.932388737,6.701936493,6.701936493,6.701936493,6.701936493,6.701936493,6.701936493,6.701936493,6.701936493,6.701936493,6.701936493,6.701936493
1/16/2020,6.02708717,6.02708717,6.02708717,6.02708717,6.02708717,6.02708717,6.02708717,6.02708717,6.02708717,6.02708717,6.02708717,7.13229453,7.13229453,7.13229453,7.13229453,7.13229453,7.13229453,7.13229453,7.13229453,7.13229453,7.13229453,7.13229453
1/17/2020,5.677580942,5.677580942,5.677580942,5.677580942,5.677580942,5.677580942,5.677580942,5.677580942,5.677580942,5.677580942,5.677580942,6.770639188,6.770639188,6.770639188,6.770639188,6.770639188,6.770639188,6.770639188,6.770639188,6.770639188,6.770639188,6.770639188
1/18/2020,5.210576732,5.210576732,5.210576732,5.210576732,5.210576732,5.210576732,5.210576732,5.210576732,5.210576732,5.210576732,5.210576732,5.865359882,5.865359882,5.865359882,5.865359882,5.865359882,5.865359882,5.865359882,5.865359882,5.865359882,5.865359882,5.865359882
1/19/2020,5.240707057,5.240707057,5.240707057,5.240707057,5.240707057,5.240707057,5.240707057,5.240707057,5.240707057,5.240707057,5.240707057,5.110159986,5.110159986,5.110159986,5.110159986,5.110159986,5.110159986,5.110159986,5.110159986,5.110159986,5.110159986,5.110159986
1/20/2020,5.110070263,5.110070263,5.110070263,5.110070263,5.110070263,5.110070263,5.110070263,5.110070263,5.110070263,5.110070263,5.110070263,4.471681978,4.471681978,4.471681978,4.471681978,4.471681978,4.471681978,4.471681978,4.471681978,4.471681978,4.471681978,4.471681978
1/21/2020,4.984557359,4.984557359,4.984557359,4.984557359,4.984557359,4.984557359,4.984557359,4.984557359,4.984557359,4.984557359,4.984557359,3.751867292,3.751867292,3.751867292,3.751867292,3.751867292,3.751867292,3.751867292,3.751867292,3.751867292,3.751867292,3.751867292
1/22/2020,4.895745445,4.895745445,4.895745445,4.895745445,4.895745445,4.895745445,4.895745445,4.895745445,4.895745445,4.895745445,4.895745445,3.089554397,3.089554397,3.089554397,3.089554397,3.089554397,3.089554397,3.089554397,3.089554397,3.089554397,3.089554397,3.089554397
1/23/2020,4.949975527,4.949975527,4.949975527,4.949975527,4.949975527,4.949975527,4.949975527,4.949975527,4.949975527,4.949975527,4.949975527,2.767656525,2.767656525,2.767656525,2.767656525,2.767656525,2.767656525,2.767656525,2.767656525,2.767656525,2.767656525,2.767656525
1/24/2020,4.946160596,4.946160596,4.946160596,4.946160596,4.946160596,4.946160596,4.946160596,4.946160596,4.946160596,4.946160596,4.946160596,3.121682005,3.121682005,3.121682005,3.121682005,3.121682005,3.121682005,3.121682005,3.121682005,3.121682005,3.121682005,3.121682005
1/25/2020,4.823496487,4.823496487,4.823496487,4.823496487,4.823496487,4.823496487,4.823496487,4.823496487,4.823496487,4.823496487,4.823496487,3.781633092,3.781633092,3.781633092,3.781633092,3.781633092,3.781633092,3.781633092,3.781633092,3.781633092,3.781633092,3.781633092
1/26/2020,4.463361972,4.463361972,4.463361972,4.463361972,4.463361972,4.463361972,4.463361972,4.463361972,4.463361972,4.463361972,4.463361972,3.816563958,3.816563958,3.816563958,3.816563958,3.816563958,3.816563958,3.816563958,3.816563958,3.816563958,3.816563958,3.816563958
1/27/2020,4.304821445,4.304821445,4.304821445,4.304821445,4.304821445,4.304821445,4.304821445,4.304821445,4.304821445,4.304821445,4.304821445,4.137960913,4.137960913,4.137960913,4.137960913,4.137960913,4.137960913,4.137960913,4.137960913,4.137960913,4.137960913,4.137960913
1/28/2020,4.097781039,4.097781039,4.097781039,4.097781039,4.097781039,4.097781039,4.097781039,4.097781039,4.097781039,4.097781039,4.097781039,4.443694787,4.443694787,4.443694787,4.443694787,4.443694787,4.443694787,4.443694787,4.443694787,4.443694787,4.443694787,4.443694787
1/29/2020,3.842819795,3.842819795,3.842819795,3.842819795,3.842819795,3.842819795,3.842819795,3.842819795,3.842819795,3.842819795,3.842819795,4.596085193,4.596085193,4.596085193,4.596085193,4.596085193,4.596085193,4.596085193,4.596085193,4.596085193,4.596085193,4.596085193
1/30/2020,3.684127165,3.684127165,3.684127165,3.684127165,3.684127165,3.684127165,3.684127165,3.684127165,3.684127165,3.684127165,3.684127165,4.600597806,4.600597806,4.600597806,4.600597806,4.600597806,4.600597806,4.600597806,4.600597806,4.600597806,4.600597806,4.600597806
1/31/2020,3.819463581,3.819463581,3.819463581,3.819463581,3.819463581,3.819463581,3.819463581,3.819463581,3.819463581,3.819463581,3.819463581,4.517245157,4.517245157,4.517245157,4.517245157,4.517245157,4.517245157,4.517245157,4.517245157,4.517245157,4.517245157,4.517245157
2/1/2020,4.005780011,4.005780011,4.005780011,4.005780011,4.005780011,4.005780011,4.005780011,4.005780011,4.005780011,4.005780011,4.005780011,4.229926929,4.229926929,4.229926929,4.229926929,4.229926929,4.229926929,4.229926929,4.229926929,4.229926929,4.229926929,4.229926929
2/2/2020,4.056660465,4.056660465,4.056660465,4.056660465,4.056660465,4.056660465,4.056660465,4.056660465,4.056660465,4.056660465,4.056660465,4.296756971,4.296756971,4.296756971,4.296756971,4.296756971,4.296756971,4.296756971,4.296756971,4.296756971,4.296756971,4.296756971
2/3/2020,4.290000371,4.290000371,4.290000371,4.290000371,4.290000371,4.290000371,4.290000371,4.290000371,4.290000371,4.290000371,4.290000371,4.442039828,4.442039828,4.442039828,4.442039828,4.442039828,4.442039828,4.442039828,4.442039828,4.442039828,4.442039828,4.442039828
2/4/2020,4.657116154,4.657116154,4.657116154,4.657116154,4.657116154,4.657116154,4.657116154,4.657116154,4.657116154,4.657116154,4.657116154,4.870537522,4.870537522,4.870537522,4.870537522,4.870537522,4.870537522,4.870537522,4.870537522,4.870537522,4.870537522,4.870537522
2/5/2020,4.953148615,4.953148615,4.953148615,4.953148615,4.953148615,4.953148615,4.953148615,4.953148615,4.953148615,4.953148615,4.953148615,5.310212038,5.310212038,5.310212038,5.310212038,5.310212038,5.310212038,5.310212038,5.310212038,5.310212038,5.310212038,5.310212038
2/6/2020,5.179313875,5.179313875,5.179313875,5.179313875,5.179313875,5.179313875,5.179313875,5.179313875,5.179313875,5.179313875,5.179313875,5.758029944,5.758029944,5.758029944,5.758029944,5.758029944,5.758029944,5.758029944,5.758029944,5.758029944,5.758029944,5.758029944
2/7/2020,5.302968642,5.302968642,5.302968642,5.302968642,5.302968642,5.302968642,5.302968642,5.302968642,5.302968642,5.302968642,5.302968642,6.088692126,6.088692126,6.088692126,6.088692126,6.088692126,6.088692126,6.088692126,6.088692126,6.088692126,6.088692126,6.088692126
2/8/2020,4.994428261,4.994428261,4.994428261,4.994428261,4.994428261,4.994428261,4.994428261,4.994428261,4.994428261,4.994428261,4.994428261,5.758929593,5.758929593,5.758929593,5.758929593,5.758929593,5.758929593,5.758929593,5.758929593,5.758929593,5.758929593,5.758929593
2/9/2020,4.922832521,4.922832521,4.922832521,4.922832521,4.922832521,4.922832521,4.922832521,4.922832521,4.922832521,4.922832521,4.922832521,5.548908072,5.548908072,5.548908072,5.548908072,5.548908072,5.548908072,5.548908072,5.548908072,5.548908072,5.548908072,5.548908072
2/10/2020,5.020524448,5.020524448,5.020524448,5.020524448,5.020524448,5.020524448,5.020524448,5.020524448,5.020524448,5.020524448,5.020524448,5.599009068,5.599009068,5.599009068,5.599009068,5.599009068,5.599009068,5.599009068,5.599009068,5.599009068,5.599009068,5.599009068
2/11/2020,5.364245747,5.364245747,5.364245747,5.364245747,5.364245747,5.364245747,5.364245747,5.364245747,5.364245747,5.364245747,5.364245747,5.857953972,5.857953972,5.857953972,5.857953972,5.857953972,5.857953972,5.857953972,5.857953972,5.857953972,5.857953972,5.857953972
2/12/2020,5.443141801,5.443141801,5.443141801,5.443141801,5.443141801,5.443141801,5.443141801,5.443141801,5.443141801,5.443141801,5.443141801,5.576071565,5.576071565,5.576071565,5.576071565,5.576071565,5.576071565,5.576071565,5.576071565,5.576071565,5.576071565,5.576071565
2/13/2020,5.739565034,5.739565034,5.739565034,5.739565034,5.739565034,5.739565034,5.739565034,5.739565034,5.739565034,5.739565034,5.739565034,5.721100125,5.721100125,5.721100125,5.721100125,5.721100125,5.721100125,5.721100125,5.721100125,5.721100125,5.721100125,5.721100125
2/14/2020,5.665783556,5.665783556,5.665783556,5.665783556,5.665783556,5.665783556,5.665783556,5.665783556,5.665783556,5.665783556,5.665783556,5.242874985,5.242874985,5.242874985,5.242874985,5.242874985,5.242874985,5.242874985,5.242874985,5.242874985,5.242874985,5.242874985
2/15/2020,5.414825776,5.414825776,5.414825776,5.414825776,5.414825776,5.414825776,5.414825776,5.414825776,5.414825776,5.414825776,5.414825776,5.070721959,5.070721959,5.070721959,5.070721959,5.070721959,5.070721959,5.070721959,5.070721959,5.070721959,5.070721959,5.070721959
2/16/2020,5.290491426,5.290491426,5.290491426,5.290491426,5.290491426,5.290491426,5.290491426,5.290491426,5.290491426,5.290491426,5.290491426,5.03207478,5.03207478,5.03207478,5.03207478,5.03207478,5.03207478,5.03207478,5.03207478,5.03207478,5.03207478,5.03207478
2/17/2020,5.224133942,5.224133942,5.224133942,5.224133942,5.224133942,5.224133942,5.224133942,5.224133942,5.224133942,5.224133942,5.224133942,4.849258816,4.849258816,4.849258816,4.849258816,4.849258816,4.849258816,4.849258816,4.849258816,4.849258816,4.849258816,4.849258816
2/18/2020,5.111220191,5.111220191,5.111220191,5.111220191,5.111220191,5.111220191,5.111220191,5.111220191,5.111220191,5.111220191,5.111220191,4.36448641,4.36448641,4.36448641,4.36448641,4.36448641,4.36448641,4.36448641,4.36448641,4.36448641,4.36448641,4.36448641
2/19/2020,4.952143287,4.952143287,4.952143287,4.952143287,4.952143287,4.952143287,4.952143287,4.952143287,4.952143287,4.952143287,4.952143287,4.328215009,4.328215009,4.328215009,4.328215009,4.328215009,4.328215009,4.328215009,4.328215009,4.328215009,4.328215009,4.328215009
2/20/2020,4.689094481,4.689094481,4.689094481,4.689094481,4.689094481,4.689094481,4.689094481,4.689094481,4.689094481,4.689094481,4.689094481,3.657088836,3.657088836,3.657088836,3.657088836,3.657088836,3.657088836,3.657088836,3.657088836,3.657088836,3.657088836,3.657088836
2/21/2020,4.366864357,4.366864357,4.366864357,4.366864357,4.366864357,4.366864357,4.366864357,4.366864357,4.366864357,4.366864357,4.366864357,3.490853729,3.490853729,3.490853729,3.490853729,3.490853729,3.490853729,3.490853729,3.490853729,3.490853729,3.490853729,3.490853729
2/22/2020,4.287146945,4.287146945,4.287146945,4.287146945,4.287146945,4.287146945,4.287146945,4.287146945,4.287146945,4.287146945,4.287146945,3.503571932,3.503571932,3.503571932,3.503571932,3.503571932,3.503571932,3.503571932,3.503571932,3.503571932,3.503571932,3.503571932
2/23/2020,4.21682367,4.21682367,4.21682367,4.21682367,4.21682367,4.21682367,4.21682367,4.21682367,4.21682367,4.21682367,4.21682367,3.401572561,3.401572561,3.401572561,3.401572561,3.401572561,3.401572561,3.401572561,3.401572561,3.401572561,3.401572561,3.401572561
2/24/2020,4.110196075,4.110196075,4.110196075,4.110196075,4.110196075,4.110196075,4.110196075,4.110196075,4.110196075,4.110196075,4.110196075,3.371133334,3.371133334,3.371133334,3.371133334,3.371133334,3.371133334,3.371133334,3.371133334,3.371133334,3.371133334,3.371133334
2/25/2020,4.001415205,4.001415205,4.001415205,4.001415205,4.001415205,4.001415205,4.001415205,4.001415205,4.001415205,4.001415205,4.001415205,3.638344,3.638344,3.638344,3.638344,3.638344,3.638344,3.638344,3.638344,3.638344,3.638344,3.638344
2/26/2020,4.271522343,4.271522343,4.271522343,4.271522343,4.271522343,4.271522343,4.271522343,4.271522343,4.271522343,4.271522343,4.271522343,4.214829677,4.214829677,4.214829677,4.214829677,4.214829677,4.214829677,4.214829677,4.214829677,4.214829677,4.214829677,4.214829677
2/27/2020,4.041301873,4.041301873,4.041301873,4.041301873,4.041301873,4.041301873,4.041301873,4.041301873,4.041301873,4.041301873,4.041301873,4.425514909,4.425514909,4.425514909,4.425514909,4.425514909,4.425514909,4.425514909,4.425514909,4.425514909,4.425514909,4.425514909
2/28/2020,4.005272425,4.005272425,4.005272425,4.005272425,4.005272425,4.005272425,4.005272425,4.005272425,4.005272425,4.005272425,4.005272425,4.519691122,4.519691122,4.519691122,4.519691122,4.519691122,4.519691122,4.519691122,4.519691122,4.519691122,4.519691122,4.519691122
2/29/2020,4.040019109,4.040019109,4.040019109,4.040019109,4.040019109,4.040019109,4.040019109,4.040019109,4.040019109,4.040019109,4.040019109,4.576466286,4.576466286,4.576466286,4.576466286,4.576466286,4.576466286,4.576466286,4.576466286,4.576466286,4.576466286,4.576466286
3/1/2020,3.95294241,3.95294241,3.95294241,3.95294241,3.95294241,3.95294241,3.95294241,3.95294241,3.95294241,3.95294241,3.95294241,4.504312259,4.504312259,4.504312259,4.504312259,4.504312259,4.504312259,4.504312259,4.504312259,4.504312259,4.504312259,4.504312259
3/2/2020,3.939231715,3.939231715,3.939231715,3.939231715,3.939231715,3.939231715,3.939231715,3.939231715,3.939231715,3.939231715,3.939231715,4.507330097,4.507330097,4.507330097,4.507330097,4.507330097,4.507330097,4.507330097,4.507330097,4.507330097,4.507330097,4.507330097
3/3/2020,4.10497948,4.10497948,4.10497948,4.10497948,4.10497948,4.10497948,4.10497948,4.10497948,4.10497948,4.10497948,4.10497948,4.57161496,4.57161496,4.57161496,4.57161496,4.57161496,4.57161496,4.57161496,4.57161496,4.57161496,4.57161496,4.57161496
3/4/2020,4.130639791,4.130639791,4.130639791,4.130639791,4.130639791,4.130639791,4.130639791,4.130639791,4.130639791,4.130639791,4.130639791,4.046449904,4.046449904,4.046449904,4.046449904,4.046449904,4.046449904,4.046449904,4.046449904,4.046449904,4.046449904,4.046449904
3/5/2020,4.2276595,4.2276595,4.2276595,4.2276595,4.2276595,4.2276595,4.2276595,4.2276595,4.2276595,4.2276595,4.2276595,4.02980409,4.02980409,4.02980409,4.02980409,4.02980409,4.02980409,4.02980409,4.02980409,4.02980409,4.02980409,4.02980409
3/6/2020,4.44534244,4.44534244,4.44534244,4.44534244,4.44534244,4.44534244,4.44534244,4.44534244,4.44534244,4.44534244,4.44534244,4.370993758,4.370993758,4.370993758,4.370993758,4.370993758,4.370993758,4.370993758,4.370993758,4.370993758,4.370993758,4.370993758
3/7/2020,4.57499267,4.57499267,4.57499267,4.57499267,4.57499267,4.57499267,4.57499267,4.57499267,4.57499267,4.57499267,4.57499267,4.573519054,4.573519054,4.573519054,4.573519054,4.573519054,4.573519054,4.573519054,4.573519054,4.573519054,4.573519054,4.573519054
3/8/2020,4.587816556,4.587816556,4.587816556,4.587816556,4.587816556,4.587816556,4.587816556,4.587816556,4.587816556,4.587816556,4.587816556,4.671320853,4.671320853,4.671320853,4.671320853,4.671320853,4.671320853,4.671320853,4.671320853,4.671320853,4.671320853,4.671320853
3/9/2020,4.583259992,4.583259992,4.583259992,4.583259992,4.583259992,4.583259992,4.583259992,4.583259992,4.583259992,4.583259992,4.583259992,4.659189887,4.659189887,4.659189887,4.659189887,4.659189887,4.659189887,4.659189887,4.659189887,4.659189887,4.659189887,4.659189887
3/10/2020,4.563036349,4.563036349,4.563036349,4.563036349,4.563036349,4.563036349,4.563036349,4.563036349,4.563036349,4.563036349,4.563036349,4.554457737,4.554457737,4.554457737,4.554457737,4.554457737,4.554457737,4.554457737,4.554457737,4.554457737,4.554457737,4.554457737
3/11/2020,4.43096936,4.43096936,4.43096936,4.43096936,4.43096936,4.43096936,4.43096936,4.43096936,4.43096936,4.43096936,4.43096936,4.815488815,4.815488815,4.815488815,4.815488815,4.815488815,4.815488815,4.815488815,4.815488815,4.815488815,4.815488815,4.815488815
3/12/2020,4.613937794,4.613937794,4.613937794,4.613937794,4.613937794,4.613937794,4.613937794,4.613937794,4.613937794,4.613937794,4.613937794,5.198071497,5.198071497,5.198071497,5.198071497,5.198071497,5.198071497,5.198071497,5.198071497,5.198071497,5.198071497,5.198071497
3/13/2020,5.026253059,5.026253059,5.026253059,5.026253059,5.026253059,5.026253059,5.026253059,5.026253059,5.026253059,5.026253059,5.026253059,5.68151236,5.68151236,5.68151236,5.68151236,5.68151236,5.68151236,5.68151236,5.68151236,5.68151236,5.68151236,5.68151236
3/14/2020,5.090746714,5.090746714,5.090746714,5.090746714,5.090746714,5.090746714,5.090746714,5.090746714,5.090746714,5.090746714,5.090746714,5.607974374,5.607974374,5.607974374,5.607974374,5.607974374,5.607974374,5.607974374,5.607974374,5.607974374,5.607974374,5.607974374
3/15/2020,5.322456299,5.322456299,5.322456299,5.322456299,5.322456299,5.322456299,5.322456299,5.322456299,5.322456299,5.322456299,5.322456299,5.973591744,5.973591744,5.973591744,5.973591744,5.973591744,5.973591744,5.973591744,5.973591744,5.973591744,5.973591744,5.973591744
3/16/2020,5.346548636,5.346548636,5.346548636,5.346548636,5.346548636,5.346548636,5.346548636,5.346548636,5.346548636,5.346548636,5.346548636,6.033907385,6.033907385,6.033907385,6.033907385,6.033907385,6.033907385,6.033907385,6.033907385,6.033907385,6.033907385,6.033907385
3/17/2020,5.252203311,5.252203311,5.252203311,5.252203311,5.252203311,5.252203311,5.252203311,5.252203311,5.252203311,5.252203311,5.252203311,5.949948885,5.949948885,5.949948885,5.949948885,5.949948885,5.949948885,5.949948885,5.949948885,5.949948885,5.949948885,5.949948885
3/18/2020,5.296684394,5.296684394,5.296684394,5.296684394,5.296684394,5.296684394,5.296684394,5.296684394,5.296684394,5.296684394,5.296684394,5.777879973,5.777879973,5.777879973,5.777879973,5.777879973,5.777879973,5.777879973,5.777879973,5.777879973,5.777879973,5.777879973
3/19/2020,5.684435979,5.684435979,5.684435979,5.684435979,5.684435979,5.684435979,5.684435979,5.684435979,5.684435979,5.684435979,5.684435979,6.170800462,6.170800462,6.170800462,6.170800462,6.170800462,6.170800462,6.170800462,6.170800462,6.170800462,6.170800462,6.170800462
3/20/2020,6.157922261,6.157922261,6.157922261,6.157922261,6.157922261,6.157922261,6.157922261,6.157922261,6.157922261,6.157922261,6.157922261,6.634332162,6.634332162,6.634332162,6.634332162,6.634332162,6.634332162,6.634332162,6.634332162,6.634332162,6.634332162,6.634332162
3/21/2020,6.35784418,6.35784418,6.35784418,6.35784418,6.35784418,6.35784418,6.35784418,6.35784418,6.35784418,6.35784418,6.35784418,7.107713986,7.107713986,7.107713986,7.107713986,7.107713986,7.107713986,7.107713986,7.107713986,7.107713986,7.107713986,7.107713986
3/22/2020,6.42346558,6.42346558,6.42346558,6.42346558,6.42346558,6.42346558,6.42346558,6.42346558,6.42346558,6.42346558,6.42346558,6.873339415,6.873339415,6.873339415,6.873339415,6.873339415,6.873339415,6.873339415,6.873339415,6.873339415,6.873339415,6.873339415
3/23/2020,6.575545387,6.575545387,6.575545387,6.575545387,6.575545387,6.575545387,6.575545387,6.575545387,6.575545387,6.575545387,6.575545387,7.117183388,7.117183388,7.117183388,7.117183388,7.117183388,7.117183388,7.117183388,7.117183388,7.117183388,7.117183388,7.117183388
3/24/2020,6.512138191,6.512138191,6.512138191,6.512138191,6.512138191,6.512138191,6.512138191,6.512138191,6.512138191,6.512138191,6.512138191,7.074327497,7.074327497,7.074327497,7.074327497,7.074327497,7.074327497,7.074327497,7.074327497,7.074327497,7.074327497,7.074327497
3/25/2020,6.531278869,6.531278869,6.531278869,6.531278869,6.531278869,6.531278869,6.531278869,6.531278869,6.531278869,6.531278869,6.531278869,7.284677764,7.284677764,7.284677764,7.284677764,7.284677764,7.284677764,7.284677764,7.284677764,7.284677764,7.284677764,7.284677764
3/26/2020,6.513644964,6.513644964,6.513644964,6.513644964,6.513644964,6.513644964,6.513644964,6.513644964,6.513644964,6.513644964,6.513644964,6.856489465,6.856489465,6.856489465,6.856489465,6.856489465,6.856489465,6.856489465,6.856489465,6.856489465,6.856489465,6.856489465
3/27/2020,6.504815287,6.504815287,6.504815287,6.504815287,6.504815287,6.504815287,6.504815287,6.504815287,6.504815287,6.504815287,6.504815287,6.375298412,6.375298412,6.375298412,6.375298412,6.375298412,6.375298412,6.375298412,6.375298412,6.375298412,6.375298412,6.375298412
3/28/2020,6.963891896,6.963891896,6.963891896,6.963891896,6.963891896,6.963891896,6.963891896,6.963891896,6.963891896,6.963891896,6.963891896,6.820069807,6.820069807,6.820069807,6.820069807,6.820069807,6.820069807,6.820069807,6.820069807,6.820069807,6.820069807,6.820069807
3/29/2020,7.258683561,7.258683561,7.258683561,7.258683561,7.258683561,7.258683561,7.258683561,7.258683561,7.258683561,7.258683561,7.258683561,7.644027708,7.644027708,7.644027708,7.644027708,7.644027708,7.644027708,7.644027708,7.644027708,7.644027708,7.644027708,7.644027708
3/30/2020,7.52802189,7.52802189,7.52802189,7.52802189,7.52802189,7.52802189,7.52802189,7.52802189,7.52802189,7.52802189,7.52802189,7.938860392,7.938860392,7.938860392,7.938860392,7.938860392,7.938860392,7.938860392,7.938860392,7.938860392,7.938860392,7.938860392
3/31/2020,7.514237579,7.514237579,7.514237579,7.514237579,7.514237579,7.514237579,7.514237579,7.514237579,7.514237579,7.514237579,7.514237579,7.954147661,7.954147661,7.954147661,7.954147661,7.954147661,7.954147661,7.954147661,7.954147661,7.954147661,7.954147661,7.954147661
4/1/2020,7.533326158,7.533326158,7.533326158,7.533326158,7.533326158,7.533326158,7.533326158,7.533326158,7.533326158,7.533326158,7.533326158,7.781974551,7.781974551,7.781974551,7.781974551,7.781974551,7.781974551,7.781974551,7.781974551,7.781974551,7.781974551,7.781974551
4/2/2020,7.159690718,7.159690718,7.159690718,7.159690718,7.159690718,7.159690718,7.159690718,7.159690718,7.159690718,7.159690718,7.159690718,7.462891971,7.462891971,7.462891971,7.462891971,7.462891971,7.462891971,7.462891971,7.462891971,7.462891971,7.462891971,7.462891971
4/3/2020,6.618634953,6.618634953,6.618634953,6.618634953,6.618634953,6.618634953,6.618634953,6.618634953,6.618634953,6.618634953,6.618634953,6.861971495,6.861971495,6.861971495,6.861971495,6.861971495,6.861971495,6.861971495,6.861971495,6.861971495,6.861971495,6.861971495
4/4/2020,6.613596237,6.613596237,6.613596237,6.613596237,6.613596237,6.613596237,6.613596237,6.613596237,6.613596237,6.613596237,6.613596237,6.407122667,6.407122667,6.407122667,6.407122667,6.407122667,6.407122667,6.407122667,6.407122667,6.407122667,6.407122667,6.407122667
4/5/2020,6.87454294,6.87454294,6.87454294,6.87454294,6.87454294,6.87454294,6.87454294,6.87454294,6.87454294,6.87454294,6.87454294,6.105058171,6.105058171,6.105058171,6.105058171,6.105058171,6.105058171,6.105058171,6.105058171,6.105058171,6.105058171,6.105058171
4/6/2020,6.905531078,6.905531078,6.905531078,6.905531078,6.905531078,6.905531078,6.905531078,6.905531078,6.905531078,6.905531078,6.905531078,5.872201765,5.872201765,5.872201765,5.872201765,5.872201765,5.872201765,5.872201765,5.872201765,5.872201765,5.872201765,5.872201765
4/7/2020,7.015807663,7.015807663,7.015807663,7.015807663,7.015807663,7.015807663,7.015807663,7.015807663,7.015807663,7.015807663,7.015807663,6.077467664,6.077467664,6.077467664,6.077467664,6.077467664,6.077467664,6.077467664,6.077467664,6.077467664,6.077467664,6.077467664
4/8/2020,7.257301822,7.257301822,7.257301822,7.257301822,7.257301822,7.257301822,7.257301822,7.257301822,7.257301822,7.257301822,7.257301822,6.732629093,6.732629093,6.732629093,6.732629093,6.732629093,6.732629093,6.732629093,6.732629093,6.732629093,6.732629093,6.732629093
